    0.5090     -7.9920
    0.6961     -7.9750
    0.8119     -7.9580
    0.8266     -7.9410
    0.7512     -7.9240
    0.6181     -7.9070
    0.4657     -7.8900
    0.3332     -7.8730
    0.2530     -7.8560
    0.2350     -7.8390
    0.2576     -7.8220
    0.2796     -7.8050
    0.2680     -7.7880
    0.2193     -7.7710
    0.1544     -7.7540
    0.0967     -7.7370
    0.0572     -7.7200
    0.0364     -7.7030
    0.0325     -7.6860
    0.0428     -7.6690
    0.0608     -7.6520
    0.0756     -7.6350
    0.0774     -7.6180
    0.0653     -7.6010
    0.0480     -7.5840
    0.0376     -7.5670
    0.0425     -7.5500
    0.0629     -7.5330
    0.0921     -7.5160
    0.1184     -7.4990
    0.1303     -7.4820
    0.1221     -7.4650
    0.0974     -7.4480
    0.0668     -7.4310
    0.0405     -7.4140
    0.0238     -7.3970
    0.0176     -7.3800
    0.0212     -7.3630
    0.0321     -7.3460
    0.0456     -7.3290
    0.0562     -7.3120
    0.0604     -7.2950
    0.0583     -7.2780
    0.0517     -7.2610
    0.0441     -7.2440
    0.0396     -7.2270
    0.0403     -7.2100
    0.0444     -7.1930
    0.0485     -7.1760
    0.0520     -7.1590
    0.0570     -7.1420
    0.0650     -7.1250
    0.0740     -7.1080
    0.0795     -7.0910
    0.0774     -7.0740
    0.0670     -7.0570
    0.0513     -7.0400
    0.0352     -7.0230
    0.0221     -7.0060
    0.0129     -6.9890
    0.0071     -6.9720
    0.0044     -6.9550
    0.0053     -6.9380
    0.0107     -6.9210
    0.0213     -6.9040
    0.0350     -6.8870
    0.0471     -6.8700
    0.0518     -6.8530
    0.0481     -6.8360
    0.0406     -6.8190
    0.0354     -6.8020
    0.0352     -6.7850
    0.0385     -6.7680
    0.0427     -6.7510
    0.0455     -6.7340
    0.0446     -6.7170
    0.0394     -6.7000
    0.0316     -6.6830
    0.0239     -6.6660
    0.0179     -6.6490
    0.0136     -6.6320
    0.0114     -6.6150
    0.0115     -6.5980
    0.0137     -6.5810
    0.0171     -6.5640
    0.0203     -6.5470
    0.0218     -6.5300
    0.0209     -6.5130
    0.0186     -6.4960
    0.0168     -6.4790
    0.0167     -6.4620
    0.0186     -6.4450
    0.0224     -6.4280
    0.0277     -6.4110
    0.0328     -6.3940
    0.0352     -6.3770
    0.0329     -6.3600
    0.0268     -6.3430
    0.0204     -6.3260
    0.0172     -6.3090
    0.0183     -6.2920
    0.0215     -6.2750
    0.0231     -6.2580
    0.0214     -6.2410
    0.0172     -6.2240
    0.0132     -6.2070
    0.0111     -6.1900
    0.0114     -6.1730
    0.0136     -6.1560
    0.0168     -6.1390
    0.0194     -6.1220
    0.0201     -6.1050
    0.0185     -6.0880
    0.0154     -6.0710
    0.0120     -6.0540
    0.0089     -6.0370
    0.0071     -6.0200
    0.0072     -6.0030
    0.0094     -5.9860
    0.0131     -5.9690
    0.0172     -5.9520
    0.0204     -5.9350
    0.0219     -5.9180
    0.0214     -5.9010
    0.0192     -5.8840
    0.0164     -5.8670
    0.0141     -5.8500
    0.0127     -5.8330
    0.0120     -5.8160
    0.0117     -5.7990
    0.0118     -5.7820
    0.0130     -5.7650
